Date,Opportunity Name,Account Name,City,State,LEED Certification Target,Building Type - Concatenated,Building Type - Primary,Building Type - Secondary,Brief Description,LEED Certification Level,Industry / Sector - Concatenated,Industry / Sector - Primary,Industry / Sector - Secondary,Service Category (New),Region Where Located - Primary,Region Where Located - Secondary
201-08-11 09:33:00,Sigma 2 Building,Pacific Northwest National Laboratory (PNNL),Richland,WA,LEED Silver,Offices,Offices,,"Committed to achieving LEED EB:O&M certification for its facilities, the Pacific Northwest National Lab retained Brightworks to provide expert LEED management and technical support to PNNL staff as they certified their Sigma II office building.",LEED Gold,Research|Government,Research,Government,LEED Services; Reporting & Regulatory Compliance,US - Pacific Northwest,
201-08-11 09:33:00,Corporate Headquarters,Facebook,Menlo Park,CA,LEED Gold,Headquarters|Offices,Headquarters,Offices,"Commissioned by Mark Zuckerberg and designed by Frank Gehry, this new headquarters for Facebook provides an innovative open work environment for employees. The building also features a zoned rooftop landscape offering unmatched views of San Francisco Bay.",Not yet certified,Technology,Technology,,LEED Services,US - Northern California,
201-08-11 09:33:00,"Childcare Center, Clinic, and Fitness Center",Cisco,San Jose,CA,LEED Gold,Healthcare|Sports & Recreation|Interiors,Healthcare,Interiors,"Cisco employees at the company's San Jose headquarters enjoy a full suite of health care, child care, and fitness offerings in this LEED Gold facility, which reduces water use by over 410,000 gallons annually, and lighting power density by over 25%.",LEED Gold,Technology|Healthcare & Social Services,Technology,Healthcare & Social Services,LEED Services,US - Northern California,
201-08-11 09:33:00,Sutter Hall Student Housing & Dining Center,"Cal State University, Chico (Chico State)",Chico,CA,LEED Silver,Higher Education|Retail & Restaurants|Multifamily Residential,Higher Education,Multifamily Residential,"Chico State has long been a sustainability leader in the CSU system. Housing over 200 student residents, serving over 500 campus diners, and hosting large meetings and classes, Sutter Hall achieves $84,525 in energy cost savings per year.",LEED Gold,Higher Education,Higher Education,,LEED Services,US - Northern California,
201-08-11 09:33:00,Business Resumption Center,Chevron,Lathrop,CA,LEED Silver,Offices|Interiors,Offices,Interiors,"Chevron's critical operations require it to plan for operational continuity in the event of natural, man-made, or technological disaster. In its new Business Resumption Center, the multinational oil producer and refiner achieved LEED Gold certification.",LEED Gold,Energy,Energy,,LEED Services,US - Northern California,
201-08-11 09:33:00,Adam Grant Building,Seagate Properties,San Francisco,CA,N/A,Offices,Offices,,"Built in 1905, the Adam Grant building is recognized as San Francisco's first large-scale commercial condominium conversion. The property's ownership retained Brightworks to assess the feasibility of achieving LEED EB:O&M certification for the building.",N/A,"Real Estate Management, Operations & Maintenance","Real Estate Management, Operations & Maintenance",,LEED Services,US - Northern California,
201-08-11 09:33:00,Thomas S. Foley U.S. Courthouse,U.S. General Services Administration (GSA) Region 10 (Northwest/Arctic),Spokane,WA,LEED Gold,Government,Government,,"Brightworks worked closely with GSA's design/build team to lead the LEED EB:O&M Gold certification program for this U.S. Courthouse. The 10-story, 200,000-square-foot building will undergo renovations and mechanical, electrical, and plumbing improvements.",LEED Gold,Government,Government,,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,Portfolio LEED EB:O&M Feasibility Assessment and Certification Plan,Pacific Northwest National Laboratory (PNNL),Richland,WA,N/A,Laboratories|Offices,Laboratories,Offices,"Brightworks trained PNNL staff in the LEED EB:O&M rating system and then facilitated a plan to LEED certify PNNL campus buildings. Per U.S. Department of Energy requirements, PNNL uses the LEED rating system to comply with Federal sustainability policies.",N/A,Research,Research,,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,Performing Arts Center,State University of New York at Potsdam (SUNY Potsdam),Potsdam,NY,LEED Silver,Cultural & Public Service|Higher Education,Cultural & Public Service,Higher Education,"Brightworks supported the design team for this arts center in New York with specialized LEED guidance. The new center houses a 350-seat proscenium theater, a 200-seat black box, dance studios, a grand lobby, and media labs.",N/A,Arts & Entertainment|Higher Education,Arts & Entertainment,Higher Education,LEED Services,US - Northeast,
201-08-11 09:33:00,Site 5.1 Building 29,Cisco,Milpitas,CA,LEED Gold,Offices|Interiors,Offices,Interiors,"Brightworks successfully managed the LEED program for this 5-building Cisco campus, resulting in LEED Gold Certification for all 5 buildings on the campus. While housing general work environments, the buildings also feature extensive networking technology.",LEED Gold,Technology,Technology,,LEED Services,US - Northern California,
201-08-11 09:33:00,Site 5.1 Building 30,Cisco,Milpitas,CA,LEED Gold,Offices|Interiors,Offices,Interiors,"Brightworks successfully managed the LEED program for this 5-building Cisco campus, resulting in LEED Gold Certification for all 5 buildings on the campus. While housing general work environments, the buildings also feature extensive networking technology.",LEED Gold,Technology,Technology,,LEED Services,US - Northern California,
201-08-11 09:33:00,Site 5.1 Building 31,Cisco,Milpitas,CA,LEED Gold,Offices|Interiors,Offices,Interiors,"Brightworks successfully managed the LEED program for this 5-building Cisco campus, resulting in LEED Gold Certification for all 5 buildings on the campus. While housing general work environments, the buildings also feature extensive networking technology.",LEED Gold,Technology,Technology,,LEED Services,US - Northern California,
201-08-11 09:33:00,Site 5.1 Building 32,Cisco,Milpitas,CA,LEED Gold,Offices|Interiors,Offices,Interiors,"Brightworks successfully managed the LEED program for this 5-building Cisco campus, resulting in LEED Gold Certification for all 5 buildings on the campus. While housing general work environments, the buildings also feature extensive networking technology.",LEED Gold,Technology,Technology,,LEED Services,US - Northern California,
201-08-11 09:33:00,Site 5.1 Building 28,Cisco,Milpitas,CA,LEED Gold,Offices|Interiors,Offices,Interiors,"Brightworks successfully managed the LEED program for this 5-building Cisco campus, resulting in LEED Gold Certification for all 5 buildings on the campus. While housing general work environments, the buildings also feature extensive networking technology.",LEED Gold,Technology,Technology,,LEED Services,US - Northern California,
201-08-11 09:33:00,Bothell Medical and Dental CHC LEED Contractor Services,Community Health Center of Snohomish County,Bothell,WA,LEED Gold,Healthcare,Healthcare,,"Brightworks provided the general contractor of this new Healthpoint community health center with our LEED for Contractors service package, resulting in successful LEED Gold certification after a fun and collaborative process.",LEED Gold,Healthcare & Social Services|Construction,Healthcare & Social Services,Construction,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,Portland Building (City Administrative Building),City of Portland,Portland,OR,LEED Silver,Government|Offices,Government,Offices,"Brightworks provided technical support to City of Portland staff in their successful effort to achieve LEED EB:O&M Gold certification for this 15-story city office building in downtown Portland, a landmark recognized as the first-ever Post-Modern building.",LEED Gold,Government,Government,,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,Grand Ridge Plaza LEED Contractor Services,Regency Centers,Issaquah,WA,LEED Silver,Retail & Restaurants,Retail & Restaurants,,"Brightworks provided LEED training and on-going support to the core and shell, streetscape, parking, and plaza contracting teams of this 320,000-square-foot Regency Center development.",Not yet certified,Retail|Construction|Real Estate Development,Retail,Real Estate Development,LEED Services; Workshops & Professional Education,US - Pacific Northwest,
201-08-11 09:33:00,New Corporate Headquarters,UniSource Energy Services,Tucson,AZ,LEED Silver,Headquarters|Offices,Headquarters,Offices,"Brightworks partnered with long-time colleague Yudelson Green Building Consultants to deliver a LEED Gold certification for this corporate headquarters in downtown Tucson, providing much-needed office space for more than 500 Unisource workers.",LEED Gold,Energy,Energy,,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,Middlefield Crossing Corporate R&D Center,Orchard Partners,Mountain View,CA,LEED Gold,Offices,Offices,,"Brightworks managed the LEED Gold certification program for this 175,000-square-foot office and R&D complex housing Zynga and Siemens. Along with LEED certification, the two buildings feature an updated exterior façade and dramatic two story lobbies.",LEED Gold,Real Estate Development,Real Estate Development,,LEED Services,US - Northern California,
201-08-11 09:33:00,Parkside Office Building,SKB (ScanlanKemperBard Companies),Portland,OR,LEED Gold,Offices,Offices,,"Brightworks managed the LEED EB:O&M certification for this 221,000-square-foot commercial office building housing the Oregon office of CH2MHill, the Fortune 500-listed engineering consulting firm.",Not yet certified,"Real Estate Management, Operations & Maintenance","Real Estate Management, Operations & Maintenance",,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,Corporate Headquarters,Visa,Foster City,CA,LEED Gold,Headquarters|Offices,Headquarters,Offices,Brightworks managed the complex process of achieving LEED EB:O&M Gold certification for Visa's headquarters campus overlooking San Francisco Bay. The 2-year process resulted in certification for all four campus buildings.,LEED Gold,Banking & Financial Services,Banking & Financial Services,,LEED Services,US - Northern California,
201-08-11 09:33:00,EarthAdvantage Commercial Certification,Hacienda CDC,Portland,OR,N/A,Offices,Offices,,Brightworks is serving as the EarthAdvantage project trustee for Hacienda Community Development Corporation as it develops a new office to expand its affordable housing offerings.,N/A,Real Estate Development,Real Estate Development,,Other Green Building,US - Pacific Northwest,
201-08-11 09:33:00,Las Vegas Call Center,AAA,Las Vegas,NV,LEED Silver,Offices|Interiors,Offices,Interiors,"Brightworks is managing the LEED program for this AAA call center, a healthy and sustainable tenant improvement to a 110,000-square-foot warm shell building.",Not yet certified,Banking & Financial Services|Technology,Banking & Financial Services,Technology,LEED Services,US - Other Regions,
201-08-11 09:33:00,UCLA Health System Santa Clarita Medical Office Building Radiology Suite,"University of California, Los Angeles (UCLA)",Santa Clarita,CA,LEED Gold,Healthcare|Interiors|Higher Education,Healthcare,Higher Education,"Brightworks is managing the complex certification process for this fast-track UCLA Health medical office building in the rapidly-growing community of Santa Clarita. The new facility will house radiology, radiation oncology, and G.I. endoscopy suites.",Not yet certified,Healthcare & Social Services|Higher Education,Healthcare & Social Services,Higher Education,LEED Services,US - Southern California,
201-08-11 09:33:00,GRI Reporting Program,City of Beaverton,Beaverton,OR,N/A,N/A,N/A,,"Brightworks is facilitating the City of Beaverton, Oregon, in preparing C-level sustainability reporting under the Global Reporting Initiative, or GRI. Brightworks will provide subject-matter expertise, a GAP analysis, and implementation services.",N/A,Government,Government,,Corporate Sustainability Programs; Reporting & Regulatory Compliance,US - Pacific Northwest,
201-08-11 09:33:00,Pathway to Net Zero Baseline and Gap Analysis,Olive-View UCLA Medical Center,Sylmar,CA,N/A,Planning|Healthcare,Planning,Healthcare,"Brightworks is evaluating the potential for the Olive View-UCLA Medical Center's planned redevelopment to generate on-site renewable energy, achieve net zero energy use, and comply with California's Title 24 energy code and other changing regulations.",N/A,Healthcare & Social Services|Government|Higher Education,Healthcare & Social Services,Higher Education,"Advanced Green Buildings; Energy, Waste, & Water; Planning & Infrastructure; Corporate Sustainability Programs; Reporting & Regulatory Compliance",US - Southern California,
201-08-11 09:33:00,Hudson Yards 30th and 10th Condominiums Materials Program,Related,New York,NY,LEED Gold,Multifamily Residential,Multifamily Residential,,"Brightworks is assisting Related with a healthy material program for its development at Hudson Yards. This includes materials analysis and selection, participation in the Pharos project using HBN Health Product Declaration, and on-site verification.",Not yet certified,Real Estate Development,Real Estate Development,,Advanced Green Buildings; Other Green Building,US - Northeast,
201-08-11 09:33:00,American Lake Repair Building LEED Contractor Services,Joint Base Lewis-McChord,Fort Lewis,WA,LEED Silver,Government|Public Safety & Emergency Services,Government,Public Safety & Emergency Services,"Brightworks implemented the general contractor's LEED program for this 30,000-square-foot repair building at American Lake, adjacent to Joint Base Lewis-McChord. The building is receiving major MEP upgrades and exterior renovations.",Not yet certified,Government|Construction,Government,Construction,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,Tri-Cities Research District Master Plan,Pacific Northwest National Laboratory (PNNL),Richland,WA,N/A,Planning|Laboratories,Planning,Laboratories,"Brightworks identified sustainability concepts and specified sustainability strategies and metrics for this future walkable and livable community, to be anchored by Pacific Northwest National Laboratory facilities conducting research into renewable energy.",N/A,Government|Real Estate Development,Government,Real Estate Development,"Other Green Building; Energy, Waste, & Water; Planning & Infrastructure",US - Pacific Northwest,
201-08-11 09:33:00,2121 Park Place LEED CS Assessment,Continental Development,Los Angeles,CA,N/A,Offices,Offices,,Brightworks helped the developer of this creative office renovation compare options for certifying the development under LEED for Core & Shell.,N/A,Real Estate Development,Real Estate Development,,LEED Services,US - Southern California,
201-08-11 09:33:00,2121 Park Place LEED CI Assessment,Continental Development,Los Angeles,CA,N/A,Offices,Offices,,Brightworks helped the developer of this creative office renovation compare options for certifying the development under LEED for Commercial Interiors.,N/A,Real Estate Development,Real Estate Development,,LEED Services,US - Southern California,
201-08-11 09:33:00,Fitness Center at HP Labs,HP,Palo Alto,CA,N/A,Sports & Recreation,Sports & Recreation,,Brightworks helped HP comply with Palo Alto's green building ordinance for the design and construction of a new fitness center at the HP Labs.,N/A,Technology,Technology,,Other Green Building; Reporting & Regulatory Compliance,US - Northern California,
201-08-11 09:33:00,Produce Processing Facility,"Dragonberry Produce, Inc.",Canby,OR,N/A,Industrial,Industrial,,"Brightworks helped Dragonberry plan a LEED-certified warehouse for produce processing and distribution. Executive Amy Nguyen calls the new facility ""innovative,"" ""energy and water efficient,"" ""chic,"" and ""modern.""",N/A,Food Processing & Grocery|Warehousing & Distribution|Manufacturing,Food Processing & Grocery,Manufacturing,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,Flow Cytometry/Genomics Laboratory Renovation Advisory Services,Oregon Health & Science University (OHSU),Portland,OR,N/A,Higher Education|Interiors|Laboratories,Higher Education,Laboratories,Brightworks guided OHSU in assessing the potential for this NIH-funded renovation to achieve LEED and Labs 21 certification. Our evaluation also examined cost impacts to the project budget and recommended alternative sustainability strategies.,N/A,Higher Education,Higher Education,,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,Campus Sustainability Action Plan,"University of California, Santa Barbara (UCSB)",Santa Barbara,CA,N/A,Higher Education|Planning,Higher Education,Planning,"Brightworks guided more than eighty faculty, staff, and administrators through a transformative process of learning, visioning, planning, and implementation of UCSB's first campus sustainability plan, considered a model for its interactive process.",N/A,Higher Education,Higher Education,,"Other Green Building; Energy, Waste, & Water; Planning & Infrastructure; Corporate Sustainability Programs; Workshops & Professional Education",US - Southern California,
201-08-11 09:33:00,Consolidated Rent-A-Car (ConRAC) Facility,Seattle-Tacoma International Airport (SEA),Seattle,WA,LEED Certified,Transportation & Parking,Transportation & Parking,,"Brightworks facilitated the Sea-Tac ConRAC design team in evaluating the LEED potential for this facility, managing the team's efforts to integrate environmental strategies into the design, and ultimately achieving LEED certification.",LEED Silver,Aviation|Transportation,Aviation,Transportation,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,Midwest Regional Parts Distribution Center,American Honda,Davenport,IA,N/A,Industrial,Industrial,,"Brightworks facilitated the O&M team at Honda's Iowa Parts Distribution Center in this successful study of facility infrastructure, operational practices, procurement practices, sustainable operations opportunities, and program costs.",N/A,Automotive|Warehousing & Distribution,Automotive,Warehousing & Distribution,Other Green Building,US - Midwest,
201-08-11 09:33:00,Nanotech Building,Sabanci University,Istanbul,International,N/A,Higher Education|Industrial|Laboratories,Higher Education,Laboratories,"Brightworks facilitated in-depth eco-charrettes and provided follow-up analysis for the envelope and energy design of this 50,000-square-foot nanotechnology research, testing, and manufacturing facility.",N/A,Higher Education|Technology,Higher Education,Technology,"LEED Services; Energy, Waste, & Water",International - All Regions,
201-08-11 09:33:00,Redevelopment Plan Sustainability Program,"Town of Normal, Illinois",Normal,IL,N/A,Planning|Government,Planning,Government,"Brightworks facilitated a sustainability visioning process and then specified the sustainability requirements for the downtown redevelopment of Normal, Illinois, the first U.S. community to require LEED certification in commercial development.",N/A,Government,Government,,"LEED Services; Other Green Building; Energy, Waste, & Water; Corporate Sustainability Programs; Reporting & Regulatory Compliance",US - Midwest,
201-08-11 09:33:00,Guiding Principles for High Performance Sustainable Buildings Feasibility Assessment,U.S. Department of Energy Hanford Nuclear Site,Richland,WA,N/A,Government|Industrial,Government,Industrial,Brightworks evaluated 20 Hanford Nuclear Site buildings and offered technical recommendations to bring them into alignment with Federal Guiding Principles for High Performance Sustainable Buildings.,N/A,Government|Energy,Government,Energy,Other Green Building; Reporting & Regulatory Compliance,US - Pacific Northwest,
201-08-11 09:33:00,Parque Quinzal Development,Jones Lang LaSalle,Monterrey,International,N/A,Planning,Planning,,"Brightworks developed the sustainability vision for Parque Quinzal, a dramatic new development featuring nine residential buildings, retail, office buildings, a hotel, a central park, and views of the Sierra Madre and the Puenta de la Unidad bridge.",N/A,Real Estate Development,Real Estate Development,,Other Green Building; Planning & Infrastructure,International - All Regions,
201-08-11 09:33:00,Basis of Design Sustainability Guidelines,University of Southern California (USC),Los Angeles,CA,N/A,Higher Education|Planning,Higher Education,Planning,"Brightworks contributed early sustainability guidelines to the University of Southern California's Basis of Design document, one of five major sustainable planning, design, and construction projects undertaken by Brightworks on behalf of the university.",N/A,Higher Education,Higher Education,,Other Green Building; Planning & Infrastructure,US - Southern California,
201-08-11 09:33:00,DTLA South Park Sites 4 and 4a,Mack Urban,Los Angeles,CA,LEED Silver,Multifamily Residential|Retail & Restaurants,Multifamily Residential,Retail & Restaurants,Brightworks continues its long history in LA's South Park neighborhood. This workforce housing development will house 248 units in an 8-story building.,Not yet certified,Real Estate Development,Real Estate Development,,LEED Services,US - Southern California,
201-08-11 09:33:00,Panoramic Offices LEED ID+C Feasibility Assessment,Yanbal Cosmetics,Bogota,International,N/A,Offices|Interiors,Offices,Interiors,"Brightworks conducted this feasibility study to help Yanbal Cosmetics identify a strategy to achieve LEED certification for these corporate offices in Lima, Peru's San Ysidro district.",N/A,Manufacturing,Manufacturing,,LEED Services,International - All Regions,
201-08-11 09:33:00,Keller Auditorium,Metro Exposition and Recreation Commission (MERC),Portland,OR,N/A,Cultural & Public Service|Hospitality|Government,Cultural & Public Service,Government,"Brightworks conducted an opportunity assessment for this 3,000-seat performance space, discovering opportunities to reduce operational costs, enhance green cleaning practices, and improve waste management.",N/A,Arts & Entertainment|Arts & Entertainment,Arts & Entertainment,Arts & Entertainment,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,Diplomatic Security Office,U.S. General Services Administration (GSA) Region 10 (Northwest/Arctic),Seattle,WA,LEED Silver,Government|Interiors|Offices,Government,Offices,"Brightworks conducted a feasibility evaluation and managed the certification program for this 8,000-square-foot renovation. Sustainability strategies included healthy interior finishes, efficient lighting systems and appliances, and FRC wood.",LEED Silver,Government,Government,,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,San Antonio Headquarters,USAA,San Antonio,TX,N/A,Headquarters|Offices,Headquarters,Offices,"Brightworks assessed the feasibility of achieving LEED EB:O&M certification for this Fortune 500 financial services firm's corporate headquarters, an initiative demonstrating its environmental commitment to employees, customers, and stakeholders.",N/A,Banking & Financial Services,Banking & Financial Services,,LEED Services,US - Other Regions,
201-08-11 09:33:00,Sports Arena,"University of Alaska, Anchorage",Anchorage,AK,N/A,Higher Education|Sports & Recreation,Higher Education,Sports & Recreation,"Brightworks articulated sustainability goals and identified sustainability strategies for this new, 196,000-square-foot athletic facility, housing a performance gymnasium for basketball, volleyball, and gymnastics.",N/A,"Higher Education|Sports, Recreation & Fitness",Higher Education,"Sports, Recreation & Fitness",LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,West Police Precinct,City of Vancouver,Vancouver,WA,LEED Certified,Public Safety & Emergency Services|Government,Public Safety & Emergency Services,Government,"Brightworks' involvement in this precinct facility staffed with patrol squads, non-sworn Police Service Technicians, Neighborhood Police Officers, and a Community Policing Specialist enabled this renovation and expansion to exceed its LEED target.",LEED Silver,Government,Government,,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,ENERGY STAR Benchmarking (16501 Ventura and 15990 Sepulveda),Kennedy Wilson,Los Angeles,CA,N/A,Offices,Offices,,Brightworks' ENERGY STAR benchmarking services will help the owners of these mid-rise office buildings compare the buildings' energy performance with that of comparable structures.,N/A,"Real Estate Management, Operations & Maintenance","Real Estate Management, Operations & Maintenance",,"Other Green Building; Energy, Waste, & Water; Reporting & Regulatory Compliance",US - Southern California,
201-08-11 09:33:00,Villa Granada Apartments,BRE Properties,Santa Clara,CA,LEED Certified,Multifamily Residential|Transportation & Parking,Multifamily Residential,Transportation & Parking,"BRE Properties' first Silicon Valley property was also its first to achieve LEED Gold certification. This infill development performs 18% better than California's Title 24, saving over $160,000 per year. Brightworks has partnered with BRE on six buildings.",LEED Gold,Real Estate Development,Real Estate Development,,LEED Services,US - Northern California,
201-08-11 09:33:00,Aviara Apartments,BRE Properties,Mercer Island,WA,LEED Certified,Multifamily Residential,Multifamily Residential,,"BRE Properties' Aviara Apartments bring new, vibrant, mixed-use living to Mercer Island in Lake Washington. A ground-level podium houses retail and support office space.",LEED Silver,Real Estate Development,Real Estate Development,,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,Manufacturing Facility,Boeing,Helena,MT,N/A,Industrial,Industrial,,"Boeing is expanding its manufacturing facility in Helena, Montana, to support increased production of titanium elements for its 787 Dreamliner. The existing facility will grow with the addition of 200,000 additional square feet of factory space.",N/A,Manufacturing,Manufacturing,,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,Everett Customer Delivery Center,Boeing,Everett,WA,LEED Silver,Hospitality|Offices,Hospitality,Offices,Boeing's Everett Customer Delivery Center is one of two such facilities where Boeing customers take ownership of -- and celebrate -- their new aircraft. Brightworks has provided LEED services for six major Boeing facilities.,LEED Gold,Aviation|Transportation,Aviation,Transportation,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,Boston Wharf Tower Apartments,Gerding Edlen Development,Boston,MA,LEED Gold,Multifamily Residential,Multifamily Residential,,"Blending historic architecture and 21st-century design, this 202-unit tower will infuse new residential life into Boston's emerging Innovation District. A 20th-floor roof deck and fitness center will give panoramic views of Boston's seaport and skyline.",Not yet certified,Real Estate Development,Real Estate Development,,LEED Services,US - Northeast,
201-08-11 09:33:00,Silicon Valley Data Center,Equinix,San Jose,CA,LEED Certified,Data Centers,Data Centers,,"Beyond this Silicon Valley data center, Brightworks has partnered with co-location provider Equinix on LEED certifications in Dalles, Seattle, and New York. Through this work, Brightworks has pioneered LEED CI compliance paths for co-location data centers.",LEED Certified,Technology,Technology,,LEED Services,US - Northern California,
201-08-11 09:33:00,Pacific Marine Operations Center,NOAA (National Oceanic and Atmospheric Administration),Newport,OR,LEED Silver,Government|Industrial|Offices,Government,Offices,"Between oceanographic survey missions, NOAA's Pacific fleet docks at this LEED Silver certified operations hub in Oregon, where the fleet receives routine maintenance and repair.",LEED Silver,Research,Research,,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,Corporate Offices (Moffett Towers Building 1160),Lab126,Sunnyvale,CA,LEED Gold,Offices|Interiors,Offices,Interiors,"Best-known for developing the Amazon Kindle, Lab126 designs and develops high-profile consumer electronic devices. This new, 342,000-square-foot office space in Sunnyvale's Moffett Towers development will provide Lab126 with R&D and office space.",Not yet certified,Technology,Technology,,LEED Services,US - Northern California,
201-08-11 09:33:00,Design Studio Renovation,Boora Architects,Portland,OR,LEED Platinum,Offices|Interiors,Offices,Interiors,"Benefiting employees and the environment, this LEED Platinum renovation helped the client reduce water use, increase daylighting and natural ventilation, optimize HVAC performance, and source regional materials with recycled content and minimal toxicity.",LEED Platinum,Professional Services,Professional Services,,LEED Services; Advanced Green Buildings,US - Pacific Northwest,
201-08-11 09:33:00,Las Vegas Call Center,AAA,Las Vegas,NV,N/A,Offices|Interiors,Offices,Interiors,"Before beginning the LEED program for this 110,000-square-foot warm shell building, Brightworks conducted this feasibility study to define the pathway to certification within the client's program, budget, and schedule.",N/A,Banking & Financial Services|Technology,Banking & Financial Services,Technology,LEED Services,US - Other Regions,
201-08-11 09:33:00,HUD Technical Assistance,Forest City Enterprises,Cleveland,OH,N/A,Multifamily Residential,Multifamily Residential,,A technical assistance grant from the U.S. Department of Housing and Urban Development funded this study for Forest City Enterprises (FCE). The analysis allows FCE to improve its energy program by comparing predicted energy savings to actual usage data.,N/A,"Real Estate Management, Operations & Maintenance","Real Estate Management, Operations & Maintenance",,"Other Green Building; Energy, Waste, & Water",US - Pacific Northwest,
201-08-11 09:33:00,Mountain View Office Renovation,Siemens,Mountain View,CA,LEED Gold,Offices|Interiors|Laboratories,Offices,Laboratories,"As the largest employer and the largest purchaser in the world, Siemens takes corporate responsibility seriously. For this 105,000-square-foot laboratory and office facility, Siemens is pursuing LEED Gold certification.",Not yet certified,Manufacturing,Manufacturing,,LEED Services,US - Northern California,
201-08-11 09:33:00,Engemann Student Health Center,University of Southern California (USC),Los Angeles,CA,LEED Silver,Higher Education|Healthcare,Higher Education,Healthcare,"A state-of-the-art facility designed as a healthy, healing environment, USC's Engemann Student Health Center delivers urgent care, medical and dental care, occupational and physical therapy, and counseling services. It is USC's 4th LEED certified building.",Not yet certified,Higher Education|Healthcare & Social Services,Higher Education,Healthcare & Social Services,LEED Services,US - Southern California,
201-08-11 09:33:00,New LEED Platinum Offices,Sierra Pacific Constructors,Woodland Hills,CA,LEED Platinum,Offices|Interiors|Headquarters,Offices,Headquarters,"As sustainable as it is modern, this refined workplace achieved LEED Platinum certification through a sharp focus on healthy and sustainable materials and outstanding indoor environmental quality. The amenity-rich building houses a gym and bike amenities.",LEED Platinum,Construction,Construction,,LEED Services; Advanced Green Buildings,US - Southern California,
201-08-11 09:33:00,Facilities Master Plan,"California State University, Sacramento (Sac State)",Sacramento,CA,N/A,Planning|Higher Education,Planning,Higher Education,"As Sac State develops its facilities master plan, Brightworks is crafting a framework the university can use to guide implementation of energy efficiency, environmental, and social programs, focused on water, waste, transportation and open space measures.",N/A,Higher Education,Higher Education,,"LEED Services; Advanced Green Buildings; Other Green Building; Energy, Waste, & Water; Planning & Infrastructure",US - Northern California,
201-08-11 09:33:00,Capital Improvement Program Sustainability Visioning,Portland Public Schools,Portland,OR,N/A,K-12 Education,K-12 Education,,"As part of Portland Public Schools' planning for a major capital improvement program, Brightworks facilitated 20 district staff in setting a sustainability vision for the program. A key finding: facilities staff are underutilized agents of sustainability.",N/A,K-12 Education,K-12 Education,,Other Green Building; Corporate Sustainability Programs,US - Pacific Northwest,
201-08-11 09:33:00,Consolidated Rent-A-Car (ConRAC) Facility,Maui Kahului Airport (OGG),Kahului,HI,LEED Silver,Transportation & Parking,Transportation & Parking,,"As part of its modernization, Maui Kahului Airport is pursuing LEED certification for its new ConRAC facility, part of the state DOT's commitment to steward the natural environment that draws visitors to Hawaii from around the world.",Not yet certified,Aviation|Transportation,Aviation,Transportation,LEED Services,US - Hawaii,
201-08-11 09:33:00,Bainbridge Island Store,Town & Country Markets,Bainbridge,WA,LEED Silver,Retail & Restaurants,Retail & Restaurants,,"A small business with a big corporate responsibility program, Town & County Markets asked Brightworks to help it eliminate adverse environmental impacts, maximize efficiencies, and enhance the customer experience in the renovation of its flagship store.",Not yet certified,Food Processing & Grocery|Retail,Food Processing & Grocery,Retail,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,Iowa Data Center Incentives and Healthy Materials Scope,Facebook,Altoona,IA,N/A,Data Centers,Data Centers,,"As Facebook replaces conventional toxic materials with healthy and sustainable materials throughout its corporate facilities portfolio, Brightworks is helping implement the program in its new Iowa data center and new Menlo Park corporate headquarters.",N/A,Technology,Technology,,"Other Green Building; Energy, Waste, & Water",US - Pacific Northwest,
201-08-11 09:33:00,Science Laboratory Renovation,The Evergreen State College,Olympia,WA,LEED Silver,Higher Education|Interiors|Laboratories,Higher Education,Laboratories,"Asbestos remediation and upgrades to lighting, HVAC, and plumbing systems helped this laboratory renovation achieve Silver certification under LEED for Commercial Interiors. Scientists in training at Evergreen now enjoy a healthy learning environment.",LEED Silver,Higher Education,Higher Education,,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,Administrative Offices,Bend Metropolitan Parks and Recreation District,Bend,OR,LEED Gold,Government|Sports & Recreation|Offices,Government,Offices,"As a protector of natural areas, the Bend Metropolitan Parks and Recreation District aimed for a high level of LEED certification in its new administration building. Brightworks helped develop the sustainability strategy and manage LEED documentation.",LEED Gold,"Government|Sports, Recreation & Fitness",Government,"Sports, Recreation & Fitness",LEED Services,US - Pacific Northwest,
